youth_id,age,youth_county,youth_need_tags,resource_id,resource_name,resource_category,resource_county,eligibility_age_min,eligibility_age_max,matched_need_tags,match_score,default_priority,referral_method,website
YP-0240,14,New Castle,career;career_pathway;college;community;employment;general_support;job_training;mentorship;paid_work;positive_adult;postsecondary,R017,Big Brothers Big Sisters of Delaware,Mentorship,Statewide,6,18,mentorship;positive_adult,23,High,Enroll youth / mentor match inquiry,https://bbbsde.org/
YP-0240,14,New Castle,career;career_pathway;college;community;employment;general_support;job_training;mentorship;paid_work;positive_adult;postsecondary,R001,DSCYF Independent Living Services,Independent Living,Statewide,14,21,mentorship,13,High,Caseworker/DFS referral,https://kids.delaware.gov/family-services/independent-living/
YP-0240,14,New Castle,career;career_pathway;college;community;employment;general_support;job_training;mentorship;paid_work;positive_adult;postsecondary,R007,Delaware 211,Resource Navigation,Statewide,0,99,general_support,13,High,"Call 211, text zip code to 898-211, or use website",https://delaware211.org/
YP-0240,14,New Castle,career;career_pathway;college;community;employment;general_support;job_training;mentorship;paid_work;positive_adult;postsecondary,R025,Delaware Department of Labor - Vocational Rehabilitation Transition Services,Disability / Employment,Statewide,14,24,employment,13,High,DVR referral / school referral,https://labor.delaware.gov/divisions/dvr/transition-services/
YP-0241,14,New Castle,academic_support;career;career_readiness;case_management;community;education;employment;financial_literacy;general_support;job_training;life_skills;mentorship;paid_work;positive_adult;transition_support,R016,The Warehouse,Teen Center / Engagement,New Castle,13,24,community;education;employment;mentorship,42,Medium,Membership / program enrollment,https://teenwarehouse.org/
YP-0241,14,New Castle,academic_support;career;career_readiness;case_management;community;education;employment;financial_literacy;general_support;job_training;life_skills;mentorship;paid_work;positive_adult;transition_support,R001,DSCYF Independent Living Services,Independent Living,Statewide,14,21,life_skills;mentorship;transition_support,33,High,Caseworker/DFS referral,https://kids.delaware.gov/family-services/independent-living/
YP-0241,14,New Castle,academic_support;career;career_readiness;case_management;community;education;employment;financial_literacy;general_support;job_training;life_skills;mentorship;paid_work;positive_adult;transition_support,R017,Big Brothers Big Sisters of Delaware,Mentorship,Statewide,6,18,mentorship;positive_adult,23,High,Enroll youth / mentor match inquiry,https://bbbsde.org/
YP-0241,14,New Castle,academic_support;career;career_readiness;case_management;community;education;employment;financial_literacy;general_support;job_training;life_skills;mentorship;paid_work;positive_adult;transition_support,R007,Delaware 211,Resource Navigation,Statewide,0,99,education;general_support,23,High,"Call 211, text zip code to 898-211, or use website",https://delaware211.org/
YP-0241,14,New Castle,academic_support;career;career_readiness;case_management;community;education;employment;financial_literacy;general_support;job_training;life_skills;mentorship;paid_work;positive_adult;transition_support,R018,Boys & Girls Clubs of Delaware - Education and Career,Education & Career,Statewide,6,18,academic_support;career,22,Medium,Join local club / program inquiry,https://www.bgclubs.org/education-and-career
YP-0242,16,New Castle,academic_support;career;career_readiness;education;employment;general_support;professional_skills;resume,R007,Delaware 211,Resource Navigation,Statewide,0,99,education;general_support,23,High,"Call 211, text zip code to 898-211, or use website",https://delaware211.org/
YP-0242,16,New Castle,academic_support;career;career_readiness;education;employment;general_support;professional_skills;resume,R003,West End Neighborhood House Life Lines,Housing & Case Management,Statewide,16,23,education;employment,23,High,Referral or program inquiry,https://westendnh.org/programs/life-lines/
YP-0242,16,New Castle,academic_support;career;career_readiness;education;employment;general_support;professional_skills;resume,R019,YMCA of Delaware Teen Workforce Development,Employment,Statewide,15,19,professional_skills;resume,23,High,Interest form / program enrollment,https://www.ymcade.org/teen-workforce-development/
YP-0242,16,New Castle,academic_support;career;career_readiness;education;employment;general_support;professional_skills;resume,R018,Boys & Girls Clubs of Delaware - Education and Career,Education & Career,Statewide,6,18,academic_support;career,22,Medium,Join local club / program inquiry,https://www.bgclubs.org/education-and-career
YP-0242,16,New Castle,academic_support;career;career_readiness;education;employment;general_support;professional_skills;resume,R016,The Warehouse,Teen Center / Engagement,New Castle,13,24,education;employment,22,Medium,Membership / program enrollment,https://teenwarehouse.org/
YP-0243,14,Sussex,academic_support;career;career_readiness;education;employment;general_support;job_training;paid_work,R007,Delaware 211,Resource Navigation,Statewide,0,99,education;general_support,23,High,"Call 211, text zip code to 898-211, or use website",https://delaware211.org/
YP-0243,14,Sussex,academic_support;career;career_readiness;education;employment;general_support;job_training;paid_work,R018,Boys & Girls Clubs of Delaware - Education and Career,Education & Career,Statewide,6,18,academic_support;career,22,Medium,Join local club / program inquiry,https://www.bgclubs.org/education-and-career
YP-0243,14,Sussex,academic_support;career;career_readiness;education;employment;general_support;job_training;paid_work,R025,Delaware Department of Labor - Vocational Rehabilitation Transition Services,Disability / Employment,Statewide,14,24,employment,13,High,DVR referral / school referral,https://labor.delaware.gov/divisions/dvr/transition-services/
YP-0243,14,Sussex,academic_support;career;career_readiness;education;employment;general_support;job_training;paid_work,R055,Delaware LGBTQ+ Resources and Organizations,LGBTQ+ Support,Statewide,0,99,education,12,Medium,Resource navigation,https://history.delaware.gov/lgbtq-history/local-lgbtq-resources-and-organizations/
YP-0243,14,Sussex,academic_support;career;career_readiness;education;employment;general_support;job_training;paid_work,R024,Jobs for Delaware Graduates,Education & Employment,Statewide,14,21,career_readiness,12,Medium,School/program referral,https://jobsdegrads.org/
YP-0244,14,New Castle,academic_support;career_readiness;case_management;education;general_support;homelessness;housing;independent_living,R007,Delaware 211,Resource Navigation,Statewide,0,99,education;general_support;housing,33,High,"Call 211, text zip code to 898-211, or use website",https://delaware211.org/
YP-0244,14,New Castle,academic_support;career_readiness;case_management;education;general_support;homelessness;housing;independent_living,R001,DSCYF Independent Living Services,Independent Living,Statewide,14,21,housing,13,High,Caseworker/DFS referral,https://kids.delaware.gov/family-services/independent-living/
YP-0244,14,New Castle,academic_support;career_readiness;case_management;education;general_support;homelessness;housing;independent_living,R018,Boys & Girls Clubs of Delaware - Education and Career,Education & Career,Statewide,6,18,academic_support,12,Medium,Join local club / program inquiry,https://www.bgclubs.org/education-and-career
YP-0244,14,New Castle,academic_support;career_readiness;case_management;education;general_support;homelessness;housing;independent_living,R055,Delaware LGBTQ+ Resources and Organizations,LGBTQ+ Support,Statewide,0,99,education,12,Medium,Resource navigation,https://history.delaware.gov/lgbtq-history/local-lgbtq-resources-and-organizations/
YP-0244,14,New Castle,academic_support;career_readiness;case_management;education;general_support;homelessness;housing;independent_living,R024,Jobs for Delaware Graduates,Education & Employment,Statewide,14,21,career_readiness,12,Medium,School/program referral,https://jobsdegrads.org/
YP-0245,16,New Castle,academic_support;career;career_readiness;education;employment;general_support;job_training;paid_work,R007,Delaware 211,Resource Navigation,Statewide,0,99,education;general_support,23,High,"Call 211, text zip code to 898-211, or use website",https://delaware211.org/
YP-0245,16,New Castle,academic_support;career;career_readiness;education;employment;general_support;job_training;paid_work,R003,West End Neighborhood House Life Lines,Housing & Case Management,Statewide,16,23,education;employment,23,High,Referral or program inquiry,https://westendnh.org/programs/life-lines/
YP-0245,16,New Castle,academic_support;career;career_readiness;education;employment;general_support;job_training;paid_work,R018,Boys & Girls Clubs of Delaware - Education and Career,Education & Career,Statewide,6,18,academic_support;career,22,Medium,Join local club / program inquiry,https://www.bgclubs.org/education-and-career
YP-0245,16,New Castle,academic_support;career;career_readiness;education;employment;general_support;job_training;paid_work,R016,The Warehouse,Teen Center / Engagement,New Castle,13,24,education;employment,22,Medium,Membership / program enrollment,https://teenwarehouse.org/
YP-0245,16,New Castle,academic_support;career;career_readiness;education;employment;general_support;job_training;paid_work,R025,Delaware Department of Labor - Vocational Rehabilitation Transition Services,Disability / Employment,Statewide,14,24,employment,13,High,DVR referral / school referral,https://labor.delaware.gov/divisions/dvr/transition-services/
YP-0246,15,New Castle,GED;career;case_management;community;credentials;education;employment;financial_literacy;general_support;job_training;life_skills;mentorship;paid_work;positive_adult;postsecondary;transition_support,R016,The Warehouse,Teen Center / Engagement,New Castle,13,24,community;education;employment;mentorship,42,Medium,Membership / program enrollment,https://teenwarehouse.org/
YP-0246,15,New Castle,GED;career;case_management;community;credentials;education;employment;financial_literacy;general_support;job_training;life_skills;mentorship;paid_work;positive_adult;postsecondary;transition_support,R001,DSCYF Independent Living Services,Independent Living,Statewide,14,21,life_skills;mentorship;transition_support,33,High,Caseworker/DFS referral,https://kids.delaware.gov/family-services/independent-living/
YP-0246,15,New Castle,GED;career;case_management;community;credentials;education;employment;financial_literacy;general_support;job_training;life_skills;mentorship;paid_work;positive_adult;postsecondary;transition_support,R017,Big Brothers Big Sisters of Delaware,Mentorship,Statewide,6,18,mentorship;positive_adult,23,High,Enroll youth / mentor match inquiry,https://bbbsde.org/
YP-0246,15,New Castle,GED;career;case_management;community;credentials;education;employment;financial_literacy;general_support;job_training;life_skills;mentorship;paid_work;positive_adult;postsecondary;transition_support,R007,Delaware 211,Resource Navigation,Statewide,0,99,education;general_support,23,High,"Call 211, text zip code to 898-211, or use website",https://delaware211.org/
YP-0246,15,New Castle,GED;career;case_management;community;credentials;education;employment;financial_literacy;general_support;job_training;life_skills;mentorship;paid_work;positive_adult;postsecondary;transition_support,R025,Delaware Department of Labor - Vocational Rehabilitation Transition Services,Disability / Employment,Statewide,14,24,employment,13,High,DVR referral / school referral,https://labor.delaware.gov/divisions/dvr/transition-services/
YP-0247,13,New Castle,GED;career;case_management;community;credentials;education;employment;financial_literacy;general_support;homelessness;housing;independent_living;job_training;life_skills;mentorship;paid_work;positive_adult;postsecondary;transition_support,R016,The Warehouse,Teen Center / Engagement,New Castle,13,24,community;education;employment;mentorship,42,Medium,Membership / program enrollment,https://teenwarehouse.org/
YP-0247,13,New Castle,GED;career;case_management;community;credentials;education;employment;financial_literacy;general_support;homelessness;housing;independent_living;job_training;life_skills;mentorship;paid_work;positive_adult;postsecondary;transition_support,R007,Delaware 211,Resource Navigation,Statewide,0,99,education;general_support;housing,33,High,"Call 211, text zip code to 898-211, or use website",https://delaware211.org/
YP-0247,13,New Castle,GED;career;case_management;community;credentials;education;employment;financial_literacy;general_support;homelessness;housing;independent_living;job_training;life_skills;mentorship;paid_work;positive_adult;postsecondary;transition_support,R017,Big Brothers Big Sisters of Delaware,Mentorship,Statewide,6,18,mentorship;positive_adult,23,High,Enroll youth / mentor match inquiry,https://bbbsde.org/
YP-0247,13,New Castle,GED;career;case_management;community;credentials;education;employment;financial_literacy;general_support;homelessness;housing;independent_living;job_training;life_skills;mentorship;paid_work;positive_adult;postsecondary;transition_support,R018,Boys & Girls Clubs of Delaware - Education and Career,Education & Career,Statewide,6,18,career,12,Medium,Join local club / program inquiry,https://www.bgclubs.org/education-and-career
YP-0247,13,New Castle,GED;career;case_management;community;credentials;education;employment;financial_literacy;general_support;homelessness;housing;independent_living;job_training;life_skills;mentorship;paid_work;positive_adult;postsecondary;transition_support,R055,Delaware LGBTQ+ Resources and Organizations,LGBTQ+ Support,Statewide,0,99,education,12,Medium,Resource navigation,https://history.delaware.gov/lgbtq-history/local-lgbtq-resources-and-organizations/
YP-0248,13,Kent,career;career_pathway;college;employment;general_support;job_training;paid_work;postsecondary,R007,Delaware 211,Resource Navigation,Statewide,0,99,general_support,13,High,"Call 211, text zip code to 898-211, or use website",https://delaware211.org/
YP-0248,13,Kent,career;career_pathway;college;employment;general_support;job_training;paid_work;postsecondary,R018,Boys & Girls Clubs of Delaware - Education and Career,Education & Career,Statewide,6,18,career,12,Medium,Join local club / program inquiry,https://www.bgclubs.org/education-and-career
YP-0249,15,Sussex,career;career_pathway;college;community;employment;general_support;job_training;mentorship;paid_work;positive_adult;postsecondary,R017,Big Brothers Big Sisters of Delaware,Mentorship,Statewide,6,18,mentorship;positive_adult,23,High,Enroll youth / mentor match inquiry,https://bbbsde.org/
YP-0249,15,Sussex,career;career_pathway;college;community;employment;general_support;job_training;mentorship;paid_work;positive_adult;postsecondary,R001,DSCYF Independent Living Services,Independent Living,Statewide,14,21,mentorship,13,High,Caseworker/DFS referral,https://kids.delaware.gov/family-services/independent-living/
YP-0249,15,Sussex,career;career_pathway;college;community;employment;general_support;job_training;mentorship;paid_work;positive_adult;postsecondary,R007,Delaware 211,Resource Navigation,Statewide,0,99,general_support,13,High,"Call 211, text zip code to 898-211, or use website",https://delaware211.org/
YP-0249,15,Sussex,career;career_pathway;college;community;employment;general_support;job_training;mentorship;paid_work;positive_adult;postsecondary,R025,Delaware Department of Labor - Vocational Rehabilitation Transition Services,Disability / Employment,Statewide,14,24,employment,13,High,DVR referral / school referral,https://labor.delaware.gov/divisions/dvr/transition-services/
YP-0249,15,Sussex,career;career_pathway;college;community;employment;general_support;job_training;mentorship;paid_work;positive_adult;postsecondary,R018,Boys & Girls Clubs of Delaware - Education and Career,Education & Career,Statewide,6,18,career,12,Medium,Join local club / program inquiry,https://www.bgclubs.org/education-and-career
YP-0250,17,New Castle,academic_support;career_readiness;case_management;education;general_support;homelessness;housing,R007,Delaware 211,Resource Navigation,Statewide,0,99,education;general_support;housing,33,High,"Call 211, text zip code to 898-211, or use website",https://delaware211.org/
YP-0250,17,New Castle,academic_support;career_readiness;case_management;education;general_support;homelessness;housing,R003,West End Neighborhood House Life Lines,Housing & Case Management,Statewide,16,23,case_management;education;housing,33,High,Referral or program inquiry,https://westendnh.org/programs/life-lines/
YP-0250,17,New Castle,academic_support;career_readiness;case_management;education;general_support;homelessness;housing,R001,DSCYF Independent Living Services,Independent Living,Statewide,14,21,housing,13,High,Caseworker/DFS referral,https://kids.delaware.gov/family-services/independent-living/
YP-0250,17,New Castle,academic_support;career_readiness;case_management;education;general_support;homelessness;housing,R005,People's Place Independent Living,Independent Living,Statewide,16,23,case_management,13,High,DFS referral or self-referral for 18-23,https://peoplesplace2.com/services/independent-living
YP-0250,17,New Castle,academic_support;career_readiness;case_management;education;general_support;homelessness;housing,R018,Boys & Girls Clubs of Delaware - Education and Career,Education & Career,Statewide,6,18,academic_support,12,Medium,Join local club / program inquiry,https://www.bgclubs.org/education-and-career
YP-0251,18,Sussex,academic_support;career_readiness;case_management;education;general_support;homelessness;housing;independent_living;young_adults,R007,Delaware 211,Resource Navigation,Statewide,0,99,education;general_support;housing,33,High,"Call 211, text zip code to 898-211, or use website",https://delaware211.org/
YP-0251,18,Sussex,academic_support;career_readiness;case_management;education;general_support;homelessness;housing;independent_living;young_adults,R003,West End Neighborhood House Life Lines,Housing & Case Management,Statewide,16,23,case_management;education;housing,33,High,Referral or program inquiry,https://westendnh.org/programs/life-lines/
YP-0251,18,Sussex,academic_support;career_readiness;case_management;education;general_support;homelessness;housing;independent_living;young_adults,R002,DSCYF ASSIST / Aftercare 18-21,Aftercare,Statewide,18,21,housing;independent_living,23,High,Caseworker/DFS referral,https://kids.delaware.gov/family-services/il-provider-resources/
YP-0251,18,Sussex,academic_support;career_readiness;case_management;education;general_support;homelessness;housing;independent_living;young_adults,R004,West End Life Lines Transitional Housing,Housing,Statewide,18,23,case_management;homelessness,23,High,Referral / eligibility screening,https://westendnh.org/programs/life-lines-programs/
YP-0251,18,Sussex,academic_support;career_readiness;case_management;education;general_support;homelessness;housing;independent_living;young_adults,R048,Community Legal Aid Society Inc. (CLASI),Legal Aid,Statewide,18,99,housing,13,High,Legal intake / eligibility screening,https://www.declasi.org/
YP-0252,15,Sussex,academic_support;career;career_readiness;case_management;community;education;employment;financial_literacy;general_support;homelessness;housing;independent_living;job_training;life_skills;mentorship;paid_work;positive_adult;transition_support,R001,DSCYF Independent Living Services,Independent Living,Statewide,14,21,housing;life_skills;mentorship;transition_support,43,High,Caseworker/DFS referral,https://kids.delaware.gov/family-services/independent-living/
YP-0252,15,Sussex,academic_support;career;career_readiness;case_management;community;education;employment;financial_literacy;general_support;homelessness;housing;independent_living;job_training;life_skills;mentorship;paid_work;positive_adult;transition_support,R007,Delaware 211,Resource Navigation,Statewide,0,99,education;general_support;housing,33,High,"Call 211, text zip code to 898-211, or use website",https://delaware211.org/
YP-0252,15,Sussex,academic_support;career;career_readiness;case_management;community;education;employment;financial_literacy;general_support;homelessness;housing;independent_living;job_training;life_skills;mentorship;paid_work;positive_adult;transition_support,R017,Big Brothers Big Sisters of Delaware,Mentorship,Statewide,6,18,mentorship;positive_adult,23,High,Enroll youth / mentor match inquiry,https://bbbsde.org/
YP-0252,15,Sussex,academic_support;career;career_readiness;case_management;community;education;employment;financial_literacy;general_support;homelessness;housing;independent_living;job_training;life_skills;mentorship;paid_work;positive_adult;transition_support,R018,Boys & Girls Clubs of Delaware - Education and Career,Education & Career,Statewide,6,18,academic_support;career,22,Medium,Join local club / program inquiry,https://www.bgclubs.org/education-and-career
YP-0252,15,Sussex,academic_support;career;career_readiness;case_management;community;education;employment;financial_literacy;general_support;homelessness;housing;independent_living;job_training;life_skills;mentorship;paid_work;positive_adult;transition_support,R046,Junior Achievement of Delaware,Financial Literacy & Career,Statewide,5,18,career_readiness;financial_literacy,22,Medium,School/community program inquiry,https://delaware.ja.org/
YP-0253,17,New Castle,career_pathway;community;education;general_support;mentorship;positive_adult;postsecondary,R016,The Warehouse,Teen Center / Engagement,New Castle,13,24,community;education;mentorship,32,Medium,Membership / program enrollment,https://teenwarehouse.org/
YP-0253,17,New Castle,career_pathway;community;education;general_support;mentorship;positive_adult;postsecondary,R017,Big Brothers Big Sisters of Delaware,Mentorship,Statewide,6,18,mentorship;positive_adult,23,High,Enroll youth / mentor match inquiry,https://bbbsde.org/
YP-0253,17,New Castle,career_pathway;community;education;general_support;mentorship;positive_adult;postsecondary,R007,Delaware 211,Resource Navigation,Statewide,0,99,education;general_support,23,High,"Call 211, text zip code to 898-211, or use website",https://delaware211.org/
YP-0253,17,New Castle,career_pathway;community;education;general_support;mentorship;positive_adult;postsecondary,R022,West End Education and Employment Department,Employment & Education,New Castle,16,24,career_pathway;postsecondary,23,High,Program inquiry,https://westendnh.org/programs/academic-education/
YP-0253,17,New Castle,career_pathway;community;education;general_support;mentorship;positive_adult;postsecondary,R001,DSCYF Independent Living Services,Independent Living,Statewide,14,21,mentorship,13,High,Caseworker/DFS referral,https://kids.delaware.gov/family-services/independent-living/
YP-0254,16,New Castle,career;career_pathway;case_management;college;community;employment;financial_literacy;general_support;homelessness;housing;independent_living;job_training;life_skills;mentorship;paid_work;positive_adult;postsecondary;transition_support,R003,West End Neighborhood House Life Lines,Housing & Case Management,Statewide,16,23,case_management;employment;financial_literacy;housing;life_skills,53,High,Referral or program inquiry,https://westendnh.org/programs/life-lines/
YP-0254,16,New Castle,career;career_pathway;case_management;college;community;employment;financial_literacy;general_support;homelessness;housing;independent_living;job_training;life_skills;mentorship;paid_work;positive_adult;postsecondary;transition_support,R001,DSCYF Independent Living Services,Independent Living,Statewide,14,21,housing;life_skills;mentorship;transition_support,43,High,Caseworker/DFS referral,https://kids.delaware.gov/family-services/independent-living/
YP-0254,16,New Castle,career;career_pathway;case_management;college;community;employment;financial_literacy;general_support;homelessness;housing;independent_living;job_training;life_skills;mentorship;paid_work;positive_adult;postsecondary;transition_support,R005,People's Place Independent Living,Independent Living,Statewide,16,23,case_management;life_skills;transition_support,33,High,DFS referral or self-referral for 18-23,https://peoplesplace2.com/services/independent-living
YP-0254,16,New Castle,career;career_pathway;case_management;college;community;employment;financial_literacy;general_support;homelessness;housing;independent_living;job_training;life_skills;mentorship;paid_work;positive_adult;postsecondary;transition_support,R022,West End Education and Employment Department,Employment & Education,New Castle,16,24,career_pathway;paid_work;postsecondary,33,High,Program inquiry,https://westendnh.org/programs/academic-education/
YP-0254,16,New Castle,career;career_pathway;case_management;college;community;employment;financial_literacy;general_support;homelessness;housing;independent_living;job_training;life_skills;mentorship;paid_work;positive_adult;postsecondary;transition_support,R016,The Warehouse,Teen Center / Engagement,New Castle,13,24,community;employment;mentorship,32,Medium,Membership / program enrollment,https://teenwarehouse.org/
YP-0255,18,Kent,career;career_pathway;case_management;college;employment;general_support;homelessness;housing;independent_living;postsecondary;professional_skills;resume;young_adults,R003,West End Neighborhood House Life Lines,Housing & Case Management,Statewide,16,23,case_management;employment;housing,33,High,Referral or program inquiry,https://westendnh.org/programs/life-lines/
YP-0255,18,Kent,career;career_pathway;case_management;college;employment;general_support;homelessness;housing;independent_living;postsecondary;professional_skills;resume;young_adults,R002,DSCYF ASSIST / Aftercare 18-21,Aftercare,Statewide,18,21,housing;independent_living,23,High,Caseworker/DFS referral,https://kids.delaware.gov/family-services/il-provider-resources/
YP-0255,18,Kent,career;career_pathway;case_management;college;employment;general_support;homelessness;housing;independent_living;postsecondary;professional_skills;resume;young_adults,R007,Delaware 211,Resource Navigation,Statewide,0,99,general_support;housing,23,High,"Call 211, text zip code to 898-211, or use website",https://delaware211.org/
YP-0255,18,Kent,career;career_pathway;case_management;college;employment;general_support;homelessness;housing;independent_living;postsecondary;professional_skills;resume;young_adults,R004,West End Life Lines Transitional Housing,Housing,Statewide,18,23,case_management;homelessness,23,High,Referral / eligibility screening,https://westendnh.org/programs/life-lines-programs/
YP-0255,18,Kent,career;career_pathway;case_management;college;employment;general_support;homelessness;housing;independent_living;postsecondary;professional_skills;resume;young_adults,R019,YMCA of Delaware Teen Workforce Development,Employment,Statewide,15,19,professional_skills;resume,23,High,Interest form / program enrollment,https://www.ymcade.org/teen-workforce-development/
YP-0256,19,New Castle,career;career_pathway;case_management;education;employment;financial_literacy;general_support;homelessness;housing;independent_living;job_training;life_skills;paid_work;postsecondary;transition_support;young_adults,R003,West End Neighborhood House Life Lines,Housing & Case Management,Statewide,16,23,case_management;education;employment;financial_literacy;housing;life_skills,63,High,Referral or program inquiry,https://westendnh.org/programs/life-lines/
YP-0256,19,New Castle,career;career_pathway;case_management;education;employment;financial_literacy;general_support;homelessness;housing;independent_living;job_training;life_skills;paid_work;postsecondary;transition_support;young_adults,R001,DSCYF Independent Living Services,Independent Living,Statewide,14,21,housing;life_skills;transition_support,33,High,Caseworker/DFS referral,https://kids.delaware.gov/family-services/independent-living/
YP-0256,19,New Castle,career;career_pathway;case_management;education;employment;financial_literacy;general_support;homelessness;housing;independent_living;job_training;life_skills;paid_work;postsecondary;transition_support;young_adults,R007,Delaware 211,Resource Navigation,Statewide,0,99,education;general_support;housing,33,High,"Call 211, text zip code to 898-211, or use website",https://delaware211.org/
YP-0256,19,New Castle,career;career_pathway;case_management;education;employment;financial_literacy;general_support;homelessness;housing;independent_living;job_training;life_skills;paid_work;postsecondary;transition_support;young_adults,R005,People's Place Independent Living,Independent Living,Statewide,16,23,case_management;life_skills;transition_support,33,High,DFS referral or self-referral for 18-23,https://peoplesplace2.com/services/independent-living
YP-0256,19,New Castle,career;career_pathway;case_management;education;employment;financial_literacy;general_support;homelessness;housing;independent_living;job_training;life_skills;paid_work;postsecondary;transition_support;young_adults,R022,West End Education and Employment Department,Employment & Education,New Castle,16,24,career_pathway;paid_work;postsecondary,33,High,Program inquiry,https://westendnh.org/programs/academic-education/
YP-0257,15,New Castle,career;career_pathway;case_management;education;employment;financial_literacy;general_support;homelessness;housing;independent_living;job_training;life_skills;paid_work;postsecondary;transition_support,R001,DSCYF Independent Living Services,Independent Living,Statewide,14,21,housing;life_skills;transition_support,33,High,Caseworker/DFS referral,https://kids.delaware.gov/family-services/independent-living/
YP-0257,15,New Castle,career;career_pathway;case_management;education;employment;financial_literacy;general_support;homelessness;housing;independent_living;job_training;life_skills;paid_work;postsecondary;transition_support,R007,Delaware 211,Resource Navigation,Statewide,0,99,education;general_support;housing,33,High,"Call 211, text zip code to 898-211, or use website",https://delaware211.org/
YP-0257,15,New Castle,career;career_pathway;case_management;education;employment;financial_literacy;general_support;homelessness;housing;independent_living;job_training;life_skills;paid_work;postsecondary;transition_support,R016,The Warehouse,Teen Center / Engagement,New Castle,13,24,education;employment,22,Medium,Membership / program enrollment,https://teenwarehouse.org/
YP-0257,15,New Castle,career;career_pathway;case_management;education;employment;financial_literacy;general_support;homelessness;housing;independent_living;job_training;life_skills;paid_work;postsecondary;transition_support,R025,Delaware Department of Labor - Vocational Rehabilitation Transition Services,Disability / Employment,Statewide,14,24,employment,13,High,DVR referral / school referral,https://labor.delaware.gov/divisions/dvr/transition-services/
YP-0257,15,New Castle,career;career_pathway;case_management;education;employment;financial_literacy;general_support;homelessness;housing;independent_living;job_training;life_skills;paid_work;postsecondary;transition_support,R018,Boys & Girls Clubs of Delaware - Education and Career,Education & Career,Statewide,6,18,career,12,Medium,Join local club / program inquiry,https://www.bgclubs.org/education-and-career
YP-0258,19,Kent,career_pathway;case_management;college;financial_literacy;general_support;homelessness;housing;independent_living;life_skills;postsecondary;transition_support;young_adults,R003,West End Neighborhood House Life Lines,Housing & Case Management,Statewide,16,23,case_management;financial_literacy;housing;life_skills,43,High,Referral or program inquiry,https://westendnh.org/programs/life-lines/
YP-0258,19,Kent,career_pathway;case_management;college;financial_literacy;general_support;homelessness;housing;independent_living;life_skills;postsecondary;transition_support;young_adults,R001,DSCYF Independent Living Services,Independent Living,Statewide,14,21,housing;life_skills;transition_support,33,High,Caseworker/DFS referral,https://kids.delaware.gov/family-services/independent-living/
YP-0258,19,Kent,career_pathway;case_management;college;financial_literacy;general_support;homelessness;housing;independent_living;life_skills;postsecondary;transition_support;young_adults,R005,People's Place Independent Living,Independent Living,Statewide,16,23,case_management;life_skills;transition_support,33,High,DFS referral or self-referral for 18-23,https://peoplesplace2.com/services/independent-living
YP-0258,19,Kent,career_pathway;case_management;college;financial_literacy;general_support;homelessness;housing;independent_living;life_skills;postsecondary;transition_support;young_adults,R002,DSCYF ASSIST / Aftercare 18-21,Aftercare,Statewide,18,21,housing;independent_living,23,High,Caseworker/DFS referral,https://kids.delaware.gov/family-services/il-provider-resources/
YP-0258,19,Kent,career_pathway;case_management;college;financial_literacy;general_support;homelessness;housing;independent_living;life_skills;postsecondary;transition_support;young_adults,R007,Delaware 211,Resource Navigation,Statewide,0,99,general_support;housing,23,High,"Call 211, text zip code to 898-211, or use website",https://delaware211.org/
YP-0259,17,Kent,career;career_pathway;community;education;employment;general_support;job_training;mentorship;paid_work;positive_adult;postsecondary,R017,Big Brothers Big Sisters of Delaware,Mentorship,Statewide,6,18,mentorship;positive_adult,23,High,Enroll youth / mentor match inquiry,https://bbbsde.org/
YP-0259,17,Kent,career;career_pathway;community;education;employment;general_support;job_training;mentorship;paid_work;positive_adult;postsecondary,R007,Delaware 211,Resource Navigation,Statewide,0,99,education;general_support,23,High,"Call 211, text zip code to 898-211, or use website",https://delaware211.org/
YP-0259,17,Kent,career;career_pathway;community;education;employment;general_support;job_training;mentorship;paid_work;positive_adult;postsecondary,R003,West End Neighborhood House Life Lines,Housing & Case Management,Statewide,16,23,education;employment,23,High,Referral or program inquiry,https://westendnh.org/programs/life-lines/
YP-0259,17,Kent,career;career_pathway;community;education;employment;general_support;job_training;mentorship;paid_work;positive_adult;postsecondary,R001,DSCYF Independent Living Services,Independent Living,Statewide,14,21,mentorship,13,High,Caseworker/DFS referral,https://kids.delaware.gov/family-services/independent-living/
YP-0259,17,Kent,career;career_pathway;community;education;employment;general_support;job_training;mentorship;paid_work;positive_adult;postsecondary,R025,Delaware Department of Labor - Vocational Rehabilitation Transition Services,Disability / Employment,Statewide,14,24,employment,13,High,DVR referral / school referral,https://labor.delaware.gov/divisions/dvr/transition-services/
YP-0260,19,New Castle,career_pathway;case_management;college;general_support;homelessness;housing;independent_living;postsecondary;young_adults,R002,DSCYF ASSIST / Aftercare 18-21,Aftercare,Statewide,18,21,housing;independent_living,23,High,Caseworker/DFS referral,https://kids.delaware.gov/family-services/il-provider-resources/
YP-0260,19,New Castle,career_pathway;case_management;college;general_support;homelessness;housing;independent_living;postsecondary;young_adults,R007,Delaware 211,Resource Navigation,Statewide,0,99,general_support;housing,23,High,"Call 211, text zip code to 898-211, or use website",https://delaware211.org/
